"N° ordine
(ex ID
Sepack)"	ID Sepack	Data Evasione	Richiedente	Nome pacchetto carta	"Descrizione campione
(Ex Identificazione del campione)
"	Codice analisi	"valore
(ex Nota parametro/analisi richiesta)"	"NotaParam
(Ex Nota generale sul campione)"
25-000655	25LD01555	2025-08-06	BARILLA G. E R. FRATELLI S.P.A.		film Doowap BRJ prima fornitura 06/2025	1123SQ		
25-000655	25LD01555	2025-08-06	BARILLA G. E R. FRATELLI S.P.A.		film Doowap BRJ prima fornitura 06/2025	1124SQ		
25-000656	25LD01556	2025-08-28	MANUCOR S.P.A.		COEX WHITE 15 micrometri	1455A	10gg 60°C	
25-000656	25LD01556	2025-08-28	MANUCOR S.P.A.		COEX WHITE 15 micrometri	1455B	10gg 60°C	
25-000656	25LD01556	2025-08-28	MANUCOR S.P.A.		COEX WHITE 15 micrometri	1455D2	10gg 60°C	
25-000656	25LD01556	2025-08-28	MANUCOR S.P.A.		COEX WHITE 15 micrometri	6105A	10gg 60°C	
25-000656	25LD01556	2025-08-28	MANUCOR S.P.A.		COEX WHITE 15 micrometri	6105B	10gg 60°C	
25-000656	25LD01556	2025-08-28	MANUCOR S.P.A.		COEX WHITE 15 micrometri	6105D2	10gg 60°C	
25-000657	25LD01558	2025-08-18	MANUCOR S.P.A.		SMML	2400		
25-000657	25LD01559	2025-08-18	MANUCOR S.P.A.		PFD 234	2400		
25-000657	25LD01560	2025-08-18	MANUCOR S.P.A.		GHLD	2400		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649A_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649B		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649C_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649D_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649E_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649F_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649G_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649H_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649I_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649M_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649N_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1005		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1655		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.	Carta@ITA@AllSub@SECCHI	12-25 SOLVAY CKB 2577694	1649L		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1661CNT_FTOH		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1661CNT_PFAS		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1119		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1255CNT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	6127_EXT		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1701IMB		
25-000658	25LD01561	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1705IMB		
25-000658	25LD01562	2025-08-06	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1123SQ		
25-000658	25LD01562	2025-08-06	SMURFIT WESTROCK ITALIA S.P.A.		12-25 SOLVAY CKB 2577694	1124SQ		
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1601DM	10gg 40°C	
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1602DM	10gg 40°C	
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1605DM	2 gg 20°C	
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1606DM	10gg 40°C	
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1661CNT_FTOH		
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1661CNT_PFAS		
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1501B	10gg 60°C	
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1502B	10gg 60°C	
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	6015B	10gg 60°C	
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1119		
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1255CNT		
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	6127PCART		
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1701IMB		
25-000659	25LD01563	2025-08-18	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1705IMB		
25-000659	25LD01564	2025-08-06	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1123SQ		
25-000659	25LD01564	2025-08-06	SMURFIT WESTROCK ITALIA S.P.A.		10-25 UNITED PETFOOD P.CREAM + HDPE 257672	1124SQ		
25-000660	25LD01565	2025-07-15	SER SPA		"cera siglata ""CERA SER SP/5 (codice CDP265) con n° di lotto 116310"" - arrivo del 15/07/2025"	1706		
25-000661	25LD01566	2025-08-20	VISKASE SPA		TUBING VISKASE per GALBANONE 5 kg - SPECIFICA: CRYSTAL SHIELD HS 75 MICRON (PVDC free) - Codice imballo F4507020 - Lotto: 1379456 - Data DDT: 22/01/25	1123SQ		
25-000661	25LD01566	2025-08-20	VISKASE SPA		TUBING VISKASE per GALBANONE 5 kg - SPECIFICA: CRYSTAL SHIELD HS 75 MICRON (PVDC free) - Codice imballo F4507020 - Lotto: 1379456 - Data DDT: 22/01/25	1123SQLIISO	2 gg 20°C	
25-000661	25LD01566	2025-08-20	VISKASE SPA		TUBING VISKASE per GALBANONE 5 kg - SPECIFICA: CRYSTAL SHIELD HS 75 MICRON (PVDC free) - Codice imballo F4507020 - Lotto: 1379456 - Data DDT: 22/01/25	1124SQ		
25-000661	25LD01567	2025-08-13	VISKASE SPA		TUBING VISKASE per GALBANONE 5 kg - SPECIFICA: CRYSTAL SHIELD HS 75 MICRON (PVDC free) - Codice imballo F4507020 - Lotto: 1379456 - Data DDT: 22/01/25	3013		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1601UE	10gg 40°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1602UE	10gg 40°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1604UE	10gg 40°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	4000		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	4001		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1501B	10gg 60°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1621A	10gg 40°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1622B	10gg 40°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1625D2	10gg 40°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1502B	10gg 60°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	4010		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	6015B	10gg 60°C	
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1118CNT		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1255CNT		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1455CNT		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1466CNT		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	6127P		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1702		
25-000662	25LD01568	2025-08-19	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1705IMB		
25-000662	25LD01569	2025-08-07	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1123SQ		
25-000662	25LD01569	2025-08-07	RESAPLAST SRL		FONDO VASCHETTA LT.1 VERDE COD.023031.VERDE PRODUZIONE DEL 27/05/2025	1124SQ		
25-000663	25LD01570	2025-08-26	POLIS S.R.L.		PTFE + 20% LUBEFLON FDA	9005_EXT		
25-000663	25LD01571	2025-08-07	POLIS S.R.L.		PTFE + 20% LUBEFLON FDA	1123SQ		
25-000663	25LD01571	2025-08-07	POLIS S.R.L.		PTFE + 20% LUBEFLON FDA	1124SQ		
25-000664	25LD01572	2025-08-07	MANUCOR S.P.A.		BOPP trasparente	1123SQ		
25-000664	25LD01572	2025-08-07	MANUCOR S.P.A.		BOPP trasparente	1124SQ		
25-000664	25LD01573	2025-08-07	MANUCOR S.P.A.		BOPP Matt	1123SQ		
25-000664	25LD01573	2025-08-07	MANUCOR S.P.A.		BOPP Matt	1124SQ		
25-000664	25LD01574	2025-08-07	MANUCOR S.P.A.		BOPP Bianco	1123SQ		
25-000664	25LD01574	2025-08-07	MANUCOR S.P.A.		BOPP Bianco	1124SQ		
25-000664	25LD01575	2025-08-07	MANUCOR S.P.A.		BOPP Bianco Cavitato	1123SQ		
25-000664	25LD01575	2025-08-07	MANUCOR S.P.A.		BOPP Bianco Cavitato	1124SQ		
25-000664	25LD01576	2025-08-07	MANUCOR S.P.A.		BOPP Metallizzato	1123SQ		
25-000664	25LD01576	2025-08-07	MANUCOR S.P.A.		BOPP Metallizzato	1124SQ		
25-000665	25LD01577	2025-08-08	HUBERGROUP ITALIA S.P.A.		Print / 50 gsm Paper /14 gsm PE / 12 micrometri Aluminium / 35 PE-coex - Final laminate	6149		
25-000665	25LD01578	2025-08-08	HUBERGROUP ITALIA S.P.A.		Printed paper 50 gsm	6151_EXT		2h 80 °C
25-000666	25LD01579	2025-08-20	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	1601UE	1h 100°C	
25-000666	25LD01579	2025-08-20	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	1602UE	1h 100°C	
25-000666	25LD01579	2025-08-20	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	1604UE	1h 100°C	
25-000666	25LD01579	2025-08-20	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	1501B	1h 100°C + 10gg 60°C	
25-000666	25LD01579	2025-08-20	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	1502B	1h 100°C + 10gg 60°C	
25-000666	25LD01579	2025-08-20	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	6015B	1h 100°C + 10gg 60°C	
25-000666	25LD01580	2025-08-08	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	1123SQ		"•	firmato NDA, prima di refertare verificare documentazione in cartella cliente per indicare eventuali sostanze che non devono essere refertate."
25-000666	25LD01580	2025-08-08	ACM SPA		PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri	1124SQ		"•	firmato NDA, prima di refertare verificare documentazione in cartella cliente per indicare eventuali sostanze che non devono essere refertate."
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1601DM	10gg 40°C	
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1602DM	10gg 40°C	
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1605DM	2 gg 20°C	
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1606DM	10gg 40°C	
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1501B	10gg 60°C	
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1502B	10gg 60°C	
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	6015B	10gg 60°C	
25-000666	25LD01581	2025-08-20	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	6127PCART_JRC		
25-000666	25LD01582	2025-08-08	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1123SQ		"•	firmato NDA, prima di refertare verificare documentazione in cartella cliente per indicare eventuali sostanze che non devono essere refertate."
25-000666	25LD01582	2025-08-08	ACM SPA		CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri	1124SQ		"•	firmato NDA, prima di refertare verificare documentazione in cartella cliente per indicare eventuali sostanze che non devono essere refertate."
25-000666	25LD01583	2025-07-23	ACM SPA		PE EVOH PE senza stampa	0000		"campione non stampato identico al campione ""PE-EVOH-PE monomateriale stampato in flexo UV LED e vernice ad eccimeri"" 25LD01579-80 da utilizzare come bianco analitico da comparare con film stampato"
25-000666	25LD01584	2025-07-23	ACM SPA		Carta supporto senza stampa	0000		"campione non stampato identico al campione ""CARTA/PE 80gr+40my stampata digitale e vernice ad eccimeri"" 25LD01581-82 da utilizzare come bianco analitico da comparare con film stampato"
25-000666	25LD01585	2025-07-23	ACM SPA		Campione componente ink/vernice Ebecryl 250	0000		confronto campioni 25LD01579-1580-1581-1582
25-000666	25LD01586	2025-07-23	ACM SPA		Campione componente ink/vernice Ebecryl P39	0000		confronto campioni 25LD01579-1580-1581-1582
25-000666	25LD01587	2025-07-23	ACM SPA		Campione componente ink/vernice Photomer 4071	0000		confronto campioni 25LD01579-1580-1581-1582
25-000666	25LD01588	2025-07-23	ACM SPA		Campione componente ink/vernice Laromer PO 94F	0000		confronto campioni 25LD01579-1580-1581-1582
25-000666	25LD01589	2025-07-23	ACM SPA		Campione componente ink/vernice Miramer LR 3600 HS	0000		confronto campioni 25LD01579-1580-1581-1582
25-000666	25LD01590	2025-07-23	ACM SPA		Campione componente ink/vernice Omnired 819 	0000		confronto campioni 25LD01579-1580-1581-1582
25-000666	25LD01591	2025-07-23	ACM SPA		Campione componente ink/vernice GPTA 	0000		confronto campioni 25LD01579-1580-1581-1582
25-000666	25LD01592	2025-07-23	ACM SPA		Campione componente ink/vernice Laromer PE 9155	0000		confronto campioni 25LD01579-1580-1581-1582
25-000667	25LD01593	2025-08-06	SACCHITAL S.P.A.		Stampa Kinder 70°C del 9/7/25	1113C		
25-000667	25LD01594	2025-08-08	SACCHITAL S.P.A.		Stampa Kinder 70°C del 9/7/25	1123SQ		
25-000667	25LD01594	2025-08-08	SACCHITAL S.P.A.		Stampa Kinder 70°C del 9/7/25	1124SQ		
25-000667	25LD01595	2025-08-06	SACCHITAL S.P.A.		Stampa Kinder 90°C del 10/7/25	1113C		
25-000667	25LD01596	2025-08-08	SACCHITAL S.P.A.		Stampa Kinder 90°C del 10/7/25	1123SQ		
25-000667	25LD01596	2025-08-08	SACCHITAL S.P.A.		Stampa Kinder 90°C del 10/7/25	1124SQ		
25-000668	25LD01597	2025-08-13	SIT S.P.A.		1046313_10 - P20088MS035I - COEX MAT 20 + COEX MET 15	1601UE	10gg 40°C	
25-000668	25LD01597	2025-08-13	SIT S.P.A.		1046313_10 - P20088MS035I - COEX MAT 20 + COEX MET 15	1602UE	10gg 40°C	
25-000668	25LD01597	2025-08-13	SIT S.P.A.		1046313_10 - P20088MS035I - COEX MAT 20 + COEX MET 15	1604UE	10gg 40°C	
25-000668	25LD01597	2025-08-13	SIT S.P.A.		1046313_10 - P20088MS035I - COEX MAT 20 + COEX MET 15	6015B	10gg 60°C	
25-000668	25LD01598	2025-08-13	SIT S.P.A.		1046313_10 - P20088MS035I - COEX MAT 20 + COEX MET 15	1123SQ		
25-000668	25LD01598	2025-08-13	SIT S.P.A.		1046313_10 - P20088MS035I - COEX MAT 20 + COEX MET 15	1124SQ		
25-000669	25LD01599	2025-08-13	SIT S.P.A.		6028165010 - P10008BC0503 - Varnish + OPP COEX BIANCO 50 + CS	1123SQ		Campionare il 10% di cold seal (richiesta del Richiedente)
25-000669	25LD01599	2025-08-13	SIT S.P.A.		6028165010 - P10008BC0503 - Varnish + OPP COEX BIANCO 50 + CS	1124SQ		Campionare il 10% di cold seal (richiesta del Richiedente)
25-000669	25LD01600	2025-08-13	SIT S.P.A.		6028165010 - P10008BC0503 - Varnish + OPP COEX BIANCO 50 + CS	1601UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000669	25LD01600	2025-08-13	SIT S.P.A.		6028165010 - P10008BC0503 - Varnish + OPP COEX BIANCO 50 + CS	1602UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000669	25LD01600	2025-08-13	SIT S.P.A.		6028165010 - P10008BC0503 - Varnish + OPP COEX BIANCO 50 + CS	1604UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000669	25LD01600	2025-08-13	SIT S.P.A.		6028165010 - P10008BC0503 - Varnish + OPP COEX BIANCO 50 + CS	6015B	10gg 60°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000670	25LD01601	2025-08-20	KENMARE SRL		film HDPE per reti	1608	10gg 40°C	
25-000670	25LD01601	2025-08-20	KENMARE SRL		film HDPE per reti	1501B	10gg 60°C	
25-000670	25LD01601	2025-08-20	KENMARE SRL		film HDPE per reti	1502B	10gg 60°C	
25-000670	25LD01601	2025-08-20	KENMARE SRL		film HDPE per reti	6015B	10gg 60°C	
25-000670	25LD01602	2025-08-08	KENMARE SRL		film HDPE per reti	1123SQ		
25-000670	25LD01602	2025-08-08	KENMARE SRL		film HDPE per reti	1124SQ		
25-000671	25LD01604	2025-08-11	GALBUSERA SPA		440000035 Carta ondulata da riciclo H MM330 BC/BM  CARTONDL LOTTO 250716B ARR 16/07/2025	1255FR_INT		
25-000671	25LD01604	2025-08-11	GALBUSERA SPA		440000035 Carta ondulata da riciclo H MM330 BC/BM  CARTONDL LOTTO 250716B ARR 16/07/2025	1119		
25-000671	25LD01605	2025-08-11	GALBUSERA SPA		440000035 Carta ondulata da riciclo H MM285 BM/BM  CARTIERA MANTOVANA LOTTO E0278 ARR 04/07/2025	1255FR_INT		
25-000671	25LD01605	2025-08-11	GALBUSERA SPA		440000035 Carta ondulata da riciclo H MM285 BM/BM  CARTIERA MANTOVANA LOTTO E0278 ARR 04/07/2025	1119		
25-000672	25LD01606	2025-07-28	NOVACART SPA		Stampi da cottura standard / standard baking moulds	1502DEC		"ci interessa valutare la carta colorata in massa della fascia, quindi per il campionamento potreste semplicemente tagliare e usare quella_x000D_
"
25-000672	25LD01606	2025-07-28	NOVACART SPA		Stampi da cottura standard / standard baking moulds	1502FRC_EXT		"ci interessa valutare la carta colorata in massa della fascia, quindi per il campionamento potreste semplicemente tagliare e usare quella_x000D_
"
25-000672	25LD01607	2025-07-28	NOVACART SPA		Stampi da cottura carta rossa (25A32431) / baking moulds in red paper (25A32431)	1502DEC		"ci interessa valutare la carta colorata in massa della fascia, quindi per il campionamento potreste semplicemente tagliare e usare quella_x000D_
"
25-000672	25LD01607	2025-07-28	NOVACART SPA		Stampi da cottura carta rossa (25A32431) / baking moulds in red paper (25A32431)	1502FRC_EXT		"ci interessa valutare la carta colorata in massa della fascia, quindi per il campionamento potreste semplicemente tagliare e usare quella_x000D_
"
25-000673	25LD01608	2025-08-11	SMURFIT WESTROCK ITALIA S.P.A.		07-25 COMMESSA 256529 MSC006	1701IMB		
25-000673	25LD01608	2025-08-11	SMURFIT WESTROCK ITALIA S.P.A.		07-25 COMMESSA 256529 MSC006	1705IMB		
25-000674	25LD01609	2025-08-25	ACM SPA		PET/PE EVOH PE BL stampato Inks Follmann	1501B	1h 100°C + 10gg 60°C	ex campione 25LD01094
25-000674	25LD01609	2025-08-25	ACM SPA		PET/PE EVOH PE BL stampato Inks Follmann	1502B	1h 100°C + 10gg 60°C	ex campione 25LD01094
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	1601DM	10gg 40°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	1602DM	10gg 40°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	1605DM	2 gg 20°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	1606DM	10gg 40°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	1501B	10gg 60°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	1502B	10gg 60°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	6015B	10gg 60°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	6127E	10gg 60°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	6127E95	10gg 60°C	
25-000675	25LD01610	2025-08-25	ACM SPA		carta/PE/alu/PE	6127PCART		
25-000675	25LD01611	2025-08-25	ACM SPA		PET/PE EVOH PE BL	1601UE	1h 100°C	
25-000675	25LD01611	2025-08-25	ACM SPA		PET/PE EVOH PE BL	1602UE	1h 100°C	
25-000675	25LD01611	2025-08-25	ACM SPA		PET/PE EVOH PE BL	1604UE	1h 100°C	
25-000675	25LD01611	2025-08-25	ACM SPA		PET/PE EVOH PE BL	1501B	1h 100°C + 10gg 60°C	
25-000675	25LD01611	2025-08-25	ACM SPA		PET/PE EVOH PE BL	1502B	1h 100°C + 10gg 60°C	
25-000675	25LD01611	2025-08-25	ACM SPA		PET/PE EVOH PE BL	6015B	1h 100°C + 10gg 60°C	
25-000676	25LD01612	2025-08-18	LA MODERNA CARTOTECNICA S.R.L.		PO178/60 BIANCO CON PET	1601UE	10gg 40°C - lato a contatto PET	
25-000676	25LD01612	2025-08-18	LA MODERNA CARTOTECNICA S.R.L.		PO178/60 BIANCO CON PET	1602UE	10gg 40°C - lato a contatto PET	
25-000676	25LD01612	2025-08-18	LA MODERNA CARTOTECNICA S.R.L.		PO178/60 BIANCO CON PET	1605UE	2 gg 20°C - lato a contatto PET	
25-000676	25LD01612	2025-08-18	LA MODERNA CARTOTECNICA S.R.L.		PO178/60 BIANCO CON PET	1606UE	10gg 40°C - lato a contatto PET	
25-000677	25LD01613	2025-08-25	LA MODERNA CARTOTECNICA S.R.L.		CARTA ERMOFOR ROSSA 60GR/m2	1502DEC		campionare in modo rappresentativo le varie parti (fascia e fondo)
25-000677	25LD01613	2025-08-25	LA MODERNA CARTOTECNICA S.R.L.		CARTA ERMOFOR ROSSA 60GR/m2	1656A_EXT		Procedura D - campionare in modo rappresentativo le varie parti (fascia e fondo)
25-000677	25LD01613	2025-08-25	LA MODERNA CARTOTECNICA S.R.L.		CARTA ERMOFOR ROSSA 60GR/m2	1656B_EXT		Procedura D - campionare in modo rappresentativo le varie parti (fascia e fondo)
25-000677	25LD01613	2025-08-25	LA MODERNA CARTOTECNICA S.R.L.		CARTA ERMOFOR ROSSA 60GR/m2	1656C_EXT		Procedura D - campionare in modo rappresentativo le varie parti (fascia e fondo)
